52	num.lii
modulé	a.modulated@v.modulated
modèle	n+m.model@v.models@n+m.pattern@n+m.template@n+m.paragon@n+m.epitome
modèles	n+m.models@n+m.patterns@n+m.templates@n+m.sitters
modène	n+f.modena
modère	v.moderates
modélisant	v.modelling
modélisateur	n+m.modeller
modélisation	n+f.modelling
modéliser	v.model
modélisé	v.modelled@a.modelled
modérant	v.moderating
modérateur	n+m.moderator@a.moderating
modérateurs	n+m.moderators
modération	n+f.moderation
modératrice	n+f.moderator
modérer	v.moderate
modéré	a.moderate@v.moderated@a.moderated
modérément	ad.moderately
modérés	n+m.moderates
moe	n+m.moe
moelle	n+f.marrow@n+f.medulla
moelleux	a.fluffy@a.chewy
moghol	a.mughal
mohair	n+m.mohair
mohamed	n+m.mohamed
mohammad	n+m.mohammad
mohawk	n+m.mohawk
moi	pron.me@pron+m.moi@n+m.selves
moi-même	pron.myself
moindre	a.less@a.least@a.lesser@a.slightest
moine	n+m.monk@n+m.friar
moineau	n+m.sparrow
moineaux	n+m.sparrows
moines	n+m.monks@n+m.friars
moins	ad.less@prep.minus@n+m.minus
moins cher	a.cheaper
moins de	a.fewer@art.fewer
moira	n+f.moira
mois	n+m.month@n+m.months
moisi	a.musty
moisissure	n+f.mold@n+f.mould@n+f.mildew
moisissures	n+m.moulds
moissonner	v.reap
moissonneur	n+m.reaper
moissonneuse	n+f.harvester
moissonneuse-batteuse	n+f.combine
moissonneuses	n+f.harvesters
moissonneuses-batteuses	n+f.combines
moite	a.moist
moitié	n+f.half@n+f.moiety
moitiés	n+f.halves
mojave	n+m.mojave
mojo	n+m.mojo
moka	n+m.mocha
molaire	n+f.molar@a.molar
moldave	a.moldovan@n+m.moldovan
moldavie	n+f.moldova
mole	n+f.mol
molesté	v.molested@a.molested
molina	n+m.molina
moline	n+m.moline
mollah	n+m.mullah
mollahs	n+m.mullahs
mollet	n+m.calf
mollets	n+m.calves
mollie	n+f.mollie
mollusques	n+m.molluscs
molly	n+f.molly
molokai	n+m.molokai
molybdène	n+m.molybdenum
moléculaire	a.molecular
molécule	n+f.molecule
molécules	n+f.molecules
moment	n+m.while@n+m.moment@n+m.juncture
moment décisif	n+m.watershed
momentané	a.momentary
momentanément	ad.momentarily
moments	n+m.moments@n+m.momenta
moments forts	n+m.highlights
momie	n+f.mummy
momies	n+f.mummies
mon	pron+m.my@n+m.mon
mon Dieu	int.gawd
mon dieu	int.gosh
mona	n+f.mona
monaco	n+m.monaco
monade	n+f.monad
monaghan	n+m.monaghan
monarchie	n+f.monarchy
monarque	n+m.monarch
monarques	n+m.monarchs
monastique	a.monastic
monastère	n+m.monastery
monastères	n+m.monasteries
moncton	n+m.moncton
mondain	a.earthly@a.mundane@a.worldly@n+m.socialite
monde	n+m.world@n+m.monde
monde souterrain	n+m.underworld
monde universitaire	n+m.academe
mondes	n+m.worlds
mondial	a.global@a+m.global@a.worldwide
mondiale	a+f.global
mondialement	ad.globally
mondialisation	n+f.globalization@n+f.globalisation
mondialisé	v.globalized@a.globalized
monet	n+m.monet
mongol	a.mongolian@n+m.mongolian@a.mongol
mongolie	n+f.mongolia
monica	n+f.monica
monique	n+f.monique
moniteur	n+m.monitor
moniteurs	n+m.monitors@n+m.instructors
monmouth	n+m.monmouth
monmouthshire	n+m.monmouthshire
monnaie	n+f.change@n+f.currency@n+f.mint
monnaies	n+f.currencies
mono	a.mono
monochrome	a.monochrome@n+m.monochrome@a.monochromatic
monocle	n+m.eyeglass
monoclonal	a.monoclonal
monocouche	n+f.monolayer
monoculaire	a.monocular@n+m.monocular
monocytes	n+m.monocytes
monogramme	n+m.monogram
monogrammé	a.monogrammed@v.monogrammed
monographie	n+f.monograph
monographies	n+f.monographs
monolithe	n+m.monolith
monolithique	a.monolithic
monologue	n+m.monologue
monologuer	v.monologue
monologues	n+m.monologues
monomère	n+m.monomer
monomères	n+m.monomers
mononucléaire	a.mononuclear
mononucléose	n+f.mono
monophonique	a.monophonic
monopole	n+m.monopoly
monopoles	n+m.monopolies
monopolistique	a.monopolistic
monopoly	n+m.monopoly
monorail	n+m.monorail
monotone	a.monotone@a.monotonic@a.monotonous
monotonie	n+f.monotone@n+f.monotony
monotype	n+m.monotype
monoxyde	n+m.monoxide
monroe	n+m.monroe
monrovia	n+m.monrovia
mons	n+m.mons
monsanto	n+m.monsanto
monsieur	n+m.sir@n+m.gentleman@n+m.mister@n+m.gent@n+m.monsieur
monsieur tout-le-monde	n+m.everyman
monstre	n+m.monster@n+m.freak
monstres	n+m.monsters@n+m.freaks
monstrueux	a.monstrous
mont	n+m.mount@n+m.mont
monta	v.rode
montable	a.mountable
montage	n+m.setup@n+m.mounting@n+m.montage
montages	n+m.mountings
montagnard	n+m.highlander@n+m.hillbilly@a.montane
montagnards	n+m.highlanders
montagne	n+f.mountain@n+f.highland
montagne russe	n+f.coaster
montagnes	n+f.mountains
montagnes russes	n+m.coasters@n+m.rollercoaster
montagneux	a.mountainous@a.hilly
montague	n+m.montague
montana	n+m.montana
montant	n+m.amount@v.riding@v.rising@v.mounting@n+m.amt@v.welling
montants	n+m.amounts@n+m.risers
monte	v.rides@n+m.monte@v.mounts@v.climbs
monte en flèche	v.rockets@v.soars
monter	v.mount@v.rise@v.ride@v.ascend
monter en flèche	v.soar@v.skyrocketing@v.skyrocket
monter en rampe	v.ramping
monterey	n+m.monterey
montero	n+m.montero
monterrey	n+m.monterrey
montessori	n+m.montessori
monteur de lignes	n+m.lineman
monteurs	n+m.fitters
montevideo	n+m.montevideo
montgolfière	n+m.ballooning
montgomery	n+m.montgomery
monticello	n+m.monticello
monticule	n+m.mound@n+m.mound
monticules	n+m.mounds
montoya	n+m.montoya
montpellier	n+m.montpelier@n+m.montpellier
montrant	v.showing
montre	n+f.watch@v.shows
montre ses fesses	v.moons
montre-bracelet	n+f.wristwatch
montrer	v.show@v.shew
montres	n+f.watches
montres-bracelets	n+f.wristwatches
montré	v.shown@a.shown@v.showed
montréal	n+m.montreal
monts	n+m.montes
montserrat	n+f.montserrat
montures	n+f.frames@n+m.mounts
monty	n+m.monty
monté	a.mounted@v.mounted@v.risen@v.ridden@a.ridden@v.ascended
monté en flèche	v.soared
montée	n+f.ascent
montées	n+f.climbs
monténégro	n+m.montenegro
montézuma	n+m.montezuma
monument	n+m.landmark@n+m.monument
monumental	a.monumental
monuments	n+m.monuments@n+m.landmarks
monuments commémoratifs	n+m.memorials
monétaire	a.monetary
moody	n+m.moody
moog	n+m.moog
mooney	n+m.mooney
moore	n+m.moore
moquerie	n+f.mockery
moquette	n+f.carpet@n+f.carpeting@n+m.shag
moquetté	a.carpeted
moqueur	n+m.mockingbird@a.mocking@n+m.thrasher
moqué	v.mocked
mora	n+f.mora
moraine	n+f.moraine
moral	a.moral@n+m.moral@a+m.moral@n+m.morale
morale	n+f.moral@a+f.moral
moralement	ad.morally@ad.ethically
morales	n+m.morales@n+f.morals
moralisateur	a.judgmental
moralité	n+f.morality
moran	n+m.moran
moratoire	n+m.moratorium
morave	a.moravian@n+m.moravian
morbide	a.morbid
morbidité	n+f.morbidity
morceau	n+m.bit@n+m.piece@n+m.lump@n+m.hunk@n+m.chunk@n+m.gob
morceaux	n+m.pieces@n+m.bits@n+m.chunks@n+m.lumps
mord	v.bites
mordant	v.biting@a.biting
mordre	v.bite
mordu	v.bitten
mordus	n+m.buffs
moreau	n+m.moreau
morelle	n+f.nightshade
moreno	n+m.moreno
morgan	n+m.morgan
morgen	n+m.morgen
morgue	n+m.mortuary@n+f.morgue
moriarty	n+m.moriarty
morille	n+f.morel
morin	n+m.morin
morley	n+m.morley
mormon	a.mormon@n+m.mormon
mormonisme	n+m.mormonism
mormons	n+m.mormons
morne	a.bleak@a.dreary@a.drab
moro	n+m.moro
morose	a.gloomy
morosité	n+f.gloom
morphine	n+f.morphine
morphogenèse	n+f.morphogenesis
morphologie	n+f.morphology
morphologique	a.morphological
morphy	n+m.morphy
morphée	n+m.morpheus
morris	n+m.morris
morrison	n+m.morrison
morse	n+m.morse@n+m.walrus
morsure	n+f.bite
morsures	n+f.bites
mort	n+f.death@a.dead@n+m.dead@a+m.dead@v.died@n+f.mort@a.perished
mort-vivant	n+m.undead@a.undead
mortalité	n+f.mortality
morte	a+f.dead
mortel	a.deadly@a.lethal@a.mortal@n+m.mortal
mortelle	a.lethal@a.mortal
mortellement	ad.fatally@ad.mortally
mortels	n+m.mortals
mortier	n+m.mortar
mortiers	n+m.mortars
mortimer	n+m.mortimer
morton	n+m.morton
morts	n+f.deaths@n+m.kills
mortuaire	a.mortuary
morue	n+f.cod
morve	n+f.snot
mos	n+m.mos
mosaïque	n+f.mosaic
mosaïques	n+f.mosaics
moscou	n+m.moscow
moseley	n+m.moseley
mosley	n+m.mosley
mosquée	n+f.mosque@n+f.masjid
mosquées	n+f.mosques
mossoul	n+m.mosul
mot	n+m.word@n+m.mot
mot apparenté	n+m.cognate
mot de passe	n+m.password
mot pour mot	ad.verbatim@a.verbatim
mot à la mode	n+m.buzzword
mot-clé	n+m.keyword
motard	n+m.biker
motarde	n+f.biker
motards	n+m.bikers
motel	n+m.motel
motels	n+m.motels
moteur	n+m.engine@n+m.motor
moteur de rendu	n+m.renderer
moteur hors-bord	n+m.outboard
moteur pas à pas	n+m.stepper
moteurs	n+m.engines@n+m.motors
motherwell	n+m.motherwell
motif	n+m.pattern@n+m.motif@n+m.motive
motifs	n+m.patterns@n+m.grounds@n+m.motives@n+m.motifs
motilité	n+f.motility
motion	n+f.motion@n+f.motioned
motions	n+f.motions
motivant	v.motivating@a.motivating
motivateur	n+m.motivator
motivation	n+f.motivation@n+f.motive
motivationnel	a.motivational
motivationnelle	a.motivational
motivations	n+f.motives@n+f.motivations
motive	v.motivates
motiver	v.motivate
motivé	a.driven@a.motivated@v.motivated
moto	n+f.bike@n+f.motorcycle@n+f.motorbike
motocross	n+m.motocross
motocyclisme	n+m.motorcycling
motocyclistes	n+m.motorcyclists
motoneige	n+f.snowmobile@n+f.snowmobiling
motoneiges	n+f.snowmobiles
motorisé	a.motorized@a.motorised@v.motorised
motorola	n+m.motorola
motos	n+f.motorcycles@n+m.cruisers@n+f.motorbikes
motown	n+m.motown
mots	n+m.words@n+m.mots
mots croisés	n+f.crossword@n+m.crosswords
mots de passe	n+m.passwords
mots par minute	n+m.wpm
mots à la mode	n+m.buzzwords
mots-clés	n+m.keywords
mott	n+m.mott
motte	n+f.motte
motte de terre	n+f.sod
mottes	n+m.sods
mou	a.soft@a.limp@n+m.slack
moubarak	n+m.mubarak
mouchard	n+m.fink@n+m.snitch
moucharder	v.fink@v.snitch
mouche	n+f.fly
moucheron	n+m.gnat@n+m.midge
moucherons	n+m.gnats
mouches	n+f.flies
moucheture	n+f.fleck
mouchoir	n+m.handkerchief@n+m.hanky
mouchoirs	n+m.tissues
moud	v.grinds
moudre	v.grind
moue	n+f.pout
mouette	n+f.gull@n+f.seagull
mouettes	n+f.gulls@n+f.seagulls
moufette	n+f.skunk
moufle	n+f.mitten
moufles	n+f.mittens@n+f.mitts
mouflon	n+m.bighorn
mouillage	n+m.wetting
mouillant	v.wetting
mouiller	v.wet
mouillé	a.wet@a+m.wet
mouillée	a+f.wet
moulage	n+m.cast
moulages	n+m.casts
moulant	v.moulding@a.slinky
moule	n+m.mold@n+m.mould@n+f.mussel
mouler	v.mold@v.mould
moules	n+f.mussels@n+m.moulds
moulin	n+m.mill@n+m.moulin
moulin à paroles	n+m.chatterbox
moulin à vent	n+m.windmill
moulinet	n+m.pinwheel
moulins	n+m.mills
moulins à vent	n+m.windmills
moulton	n+m.moulton
moulu	v.milled
moulure	n+f.moulding
moulures	n+f.mouldings
moulé	a.moulded@v.moulded
mourant	v.dying@a.dying
mourant de faim	v.starving
mourir	v.die
mourir de faim	v.starve
mousquet	n+m.musket
mousquetaires	n+m.musketeers
mousqueton	n+m.carabiner
moussant	v.foaming@a.foaming
mousse	n+f.foam@n+f.moss@n+f.mousse@n+f.froth@n+f.lather
mousse de savon	n+f.suds
mousseline	n+m.mull@n+f.muslin
mousser	v.foam@v.froth@v.lather
mousses	n+f.foams@n+f.mosses
mousseux	a.foamy
mousson	n+f.monsoon
moussu	a.mossy
moustache	n+f.moustache@n+m.whisker
moustaches	n+f.whiskers
moustique	n+m.mosquito
moustiques	n+m.mosquitoes
moutarde	n+f.mustard
mouton	n+m.sheep@n+m.mutton@n+m.mouton
mouton castré	n+m.wether
moutures	n+m.grinds
mouvement	n+m.move@n+m.motion@n+m.movement@n+m.bandwagon
mouvements	n+m.moves@n+m.movements@n+m.motions
mouvementé	a.hectic@a.eventful
moyen	n+m.means@a.average@a+m.average@a.mean@a.middle@a+m.middle@n+m.medium@a.medium@v.averaged@a.averaged
moyen de dissuasion	n+m.deterrent
moyen mnémotechnique	n+m.mnemonic
moyen-orient	n+m.mideast
moyenne	n+f.average@a+f.average@n+f.mean@a+f.middle@n+f.avg@n+f.averaging
moyennes	n+f.averages
moyens	n+m.means
moyens de subsistance	n+m.livelihoods
moyeu	n+m.hub
moyeux	n+m.hubs
mozambique	n+m.mozambique
mozart	n+m.mozart
mozilla	n+m.mozilla
mozzarella	n+f.mozzarella
moïse	n+m.moses
moût	n+m.must@n+m.wort
mpg	n+m.mpg
mph	n+m.mph
mss	n+m.mss
mst	n+f.std
mucus	n+m.mucus@n+m.mucous
mueller	n+m.mueller
muet	a.silent@a.dumb@a.mute@a.speechless
muette	a.mute
muffin	n+m.muffin
muffins	n+m.muffins
mugabe	n+m.mugabe
muguet	n+f.thrush
muhammad	n+m.muhammad
muir	n+m.muir
mulder	n+m.mulder
mule	n+f.mule
mules	n+f.mules
mulet	n+m.mule@n+m.mullet
mulets	n+m.mules
mullen	n+m.mullen
muller	n+m.muller
mulligan	n+m.mulligan
mullins	n+m.mullins
multi	a.multi
multicanal	a.multichannel
multicouche	a.multilayer
multiculturalisme	n+m.multiculturalism
multiculturel	a.multicultural
multiculturelle	a.multicultural
multidimensionnel	a.multidimensional
multidisciplinaire	a.multidisciplinary
multifamilial	a.multifamily
multifonction	a.multifunction
multifonctionnel	a.multifunctional
multiforme	a.multifaceted
multijoueur	a.multiplayer@n+m.multiplayer
multilatéral	a.multilateral
multilingue	a.multilingual
multimillionnaire	a.multimillion
multimètre	n+m.multimeter
multimédia	n+m.multimedia@a.multimedia
multinational	a.multinational
multinationale	a.multinational@n+f.multinational
multinationales	n+f.multinationals
multiniveau	a.multilevel
multiple	a.multiple@n+m.multiple@a.manifold
multiples	n+m.multiples@a.multiples
multiplex	n+m.multiplex@a.multiplex
multiplexage	n+m.multiplexing
multiplexant	v.multiplexing
multiplexeur	n+m.multiplexer
multiplexeurs	n+m.multiplexers
multiplexé	v.multiplexed@a.multiplexed
multipliant	v.multiplying
multiplicateur	n+m.multiplier
multiplicateurs	n+m.multipliers
multiplicatif	a.multiplicative
multiplication	n+f.multiplication
multiplicité	n+f.multiplicity
multiplie	v.times@v.multiplies
multiplier	v.multiply
multiplié	v.multiplied@a.multiplied
multiprocesseur	n+m.multiprocessor@a.multiprocessor
multipropriété	n+f.timeshare
multiracial	a.multiracial
multitude	n+f.multitude@n+f.slew
multitudes	n+f.multitudes
multitâche	n+m.multitasking
multivarié	a.multivariate
multivitamine	n+f.multivitamin
multivitamines	n+f.multivitamins
mun	n+m.mun
munchkin	n+m.munchkin
munich	n+m.munich
municipal	a.municipal@a+m.municipal
municipale	a+f.municipal
municipalité	n+f.municipality
municipalités	n+f.municipalities
munitions	n+f.ammunition@n+f.ammo@n+f.munitions
munro	n+m.munro
munster	n+m.munster@n+m.muenster
muon	n+m.muon
muppet	n+m.muppet
muqueuse	n+f.mucosa
muqueux	a.mucous
mur	n+m.wall
murage	n+m.walling
mural	a.mural
murcie	n+f.murcia
murdoch	n+m.murdoch
muriel	n+f.muriel
murin	a.murine
murmure	n+m.murmur@v.murmurs
murmurer	v.murmur
murmures	n+m.murmurs
murmuré	v.murmured
murphy	n+m.murphy
murray	n+m.murray
murs	n+m.walls
murène	n+f.moray
muré	a.walled
mus	n+m.mus
musaraigne	n+f.shrew
musc	n+m.musk
muscat	n+m.muscat
muscle	n+m.muscle
muscles	n+m.muscles
musclé	a.buff@a.jacked@a.muscled@v.muscled@a.hunky
musculaire	a.muscular
musculation	n+f.bodybuilding
muse	n+f.muse
museau	n+m.snout
museler	v.muzzle
muselière	n+f.muzzle
muses	n+f.muses
musharraf	n+m.musharraf
musical	a.musical@a+m.musical
musicale	a+f.musical
musicalement	ad.musically
musicien	n+m.musician
musicienne	n+f.musician
musiciens	n+m.musicians
musicologie	n+f.musicology
musique	n+f.music
musique électronique	n+f.emusic
musiques	n+f.musics
mustang	n+m.mustang
mustangs	n+m.mustangs
musulman	a.muslim@n+m.muslim@n+m.moslem@a.moslem
musulmane	n+f.muslim
musulmans	n+m.muslims
musée	n+m.museum
musées	n+m.museums
mutable	a.mutable
mutagenèse	n+f.mutagenesis
mutagène	a.mutagenic
mutant	n+m.mutant@a.mutant
mutants	n+m.mutants@a.mutants
mutation	n+f.mutation
mutations	n+f.mutations
muter	v.mutate
mutilation	n+f.mutilation
mutilé	v.mangled@v.mutilated@a.mutilated@v.maimed@a.maimed
mutin	a.pert
mutinerie	n+f.mutiny
mutuel	a.mutual@a+m.mutual
mutuelle	a+f.mutual
mutuellement	ad.mutually
muté	v.mutated@a.mutated
muñoz	n+m.munoz
myanmar	n+m.myanmar
mycobactérie	n+f.mycobacterium
myers	n+m.myers
mylar	n+m.mylar
myles	n+m.myles
myocarde	n+m.myocardium
myocardique	a.myocardial
myope	a.myopic
myopie	n+f.myopia
myosine	n+f.myosin
myra	n+f.myra
myriade	n+f.myriad
myron	n+m.myron
myrrhe	n+f.myrrh
myrte	n+f.myrtle
myrtille	n+f.blueberry@n+f.huckleberry
myrtilles	n+f.blueberries
mysore	n+m.mysore
myspace	n+m.myspace
myst	n+m.myst
mysticisme	n+m.mysticism
mystification	n+f.hoax
mystique	a.mystic@n+m.mystic@n+f.mystic@a.mystical@n+f.mystique
mystiques	n+m.mystics
mystère	n+m.mystery
mystères	n+m.mysteries
mystérieusement	ad.mysteriously
mystérieux	a.mysterious
mythe	n+m.myth@n+m.mythos
mythes	n+m.myths
mythique	a.mythical@a.mythic
mythologie	n+f.mythology
mythologique	a.mythological
myéline	n+f.myelin
myélome	n+m.myeloma
myéloïde	a.myeloid
málaga	n+f.malaga
mâchant	v.chewing
mâche	v.chews
mâchement	n+m.chomp
mâcher	v.chew
mâcher bruyamment	v.chomp
mâchoire	n+f.jaw
mâchoires	n+f.jaws
mâché	v.chewed@a.chewed
mâcon	n+m.macon
mâle	a.male@n+m.male@n+m.buck
mâles	n+m.males
mât	n+m.mast@n+m.flagpole
mâts	n+m.masts
mèche	n+f.strand@n+f.wick@n+f.wisp
mèches	n+f.highlights@n+f.wicks
mème	n+m.meme
mèmes	n+m.memes
mène	v.leads@v.wages
mère	n+f.mother@n+f.mere@n+f.mater
mère patrie	n+f.motherland
mères	n+f.mothers
mètre	n+m.meter@n+m.metre
mètres	n+m.meters@n+m.metres
méandre	n+m.meander@n+m.oxbow
méca	n+m.mech
mécanicien	n+m.mechanic
mécanicienne	n+f.mechanic
mécaniciens	n+m.mechanics
mécanique	a.mechanical@n+f.mechanics
mécaniquement	ad.mechanically
mécanisme	n+m.mechanism
mécanisme d'horlogerie	n+m.clockwork
mécanismes	n+m.mechanisms
mécaniste	a.mechanistic
mécanisé	v.mechanized@a.mechanized
méchamment	ad.wickedly
méchanceté	n+f.badness@n+f.wickedness
méchant	a.mean@a.nasty@a.wicked@n+m.villain@a.unkind
méchants	n+m.villains
méconnu	a.unsung
mécontent	a.discontent@a.disgruntled@v.displeased@a.displeased
mécontentement	n+m.discontent@n+m.displeasure
médaille	n+f.medal
médailles	n+f.medals
médaillon	n+m.medallion@n+m.locket
médaillons	n+m.medallions@n+m.lockets
médecin	n+m.doctor@n+m.physician@n+m.medic@n+m.medico
médecin légiste	n+m.coroner
médecine	n+f.medicine
médecine légale	n+f.forensics
médecine vétérinaire	n+f.veterinary
médecins	n+m.doctors@n+m.physicians@n+m.medics
média	n+m.media
médial	a.medial
médian	a.median
médiane	n+f.median
médianes	n+f.medians
médias	n+m.media@n+m.medias
médiateur	n+m.ombudsman@n+m.mediator@a.mediating
médiateurs	n+m.mediators
médiation	n+f.mediation
médiatisant	v.mediating
médiatise	v.mediates
médiatiser	v.mediate
médiatisé	v.mediated@a.hyped
médiatrice	n+f.mediator
médical	a.medical@a+m.medical@a.med
médicale	a+f.medical
médicalement	ad.medically
médicament	n+m.drug@n+m.medicine@n+m.med@n+m.medication@n+m.pharmaceutical
médicamenteux	a.medicated
médicaments	n+m.drugs@n+m.medications@n+m.medicines
médicamenté	v.medicated
médicinal	a.medicinal
médicinale	a.medicinal
médicis	n+m.medici
médico-légal	a.forensic
médico-légale	a.forensic
médiocre	a.mediocre@a.shabby@a.dismal
médiocrement	ad.poorly
médiocrité	n+f.mediocrity
méditant	v.musing
méditatif	a.meditative@a.meditating
méditation	n+f.meditation@n+f.musing
méditations	n+f.meditations
médite	v.muses
méditer	v.muse@v.ponder@v.meditate@v.meditating
méditer sur	v.mull
méditerranée	n+f.mediterranean
méditerranéen	a.mediterranean
médité	a.pondered@v.mused@a.mused
médium	n+m.medium@n+m.psychic
médiums	n+m.mediums@n+m.psychics
médié	a.mediated
médiéval	a.medieval@a.mediaeval
méduse	n+f.medusa@n+f.jellyfish
médée	n+f.medea
méfait	n+m.mischief@n+m.wrongdoing
méfiance	n+f.distrust@n+f.mistrust
méfiant	a.wary
méga	a.mega@ad.mega
mégahertz	n+m.mhz@n+m.megahertz
mégalithique	a.megalithic
mégaoctet	n+m.megabyte
mégaoctets	n+m.megabytes
mégapixel	n+m.megapixel
mégapixels	n+m.megapixels
mégas	n+m.megs
mégawatt	n+m.megawatt
mégawatts	n+m.megawatts
mégot	n+m.butt
mégots	n+m.butts
mégère	n+f.vixen@n+f.hag@n+f.shrew
méiose	n+f.meiosis
mékong	n+m.mekong
mélamine	n+f.melamine
mélancolie	n+f.melancholy
mélancolique	a.melancholy
mélange	n+m.mix@n+m.blend@n+m.mixture@n+m.shuffle@v.mixes@v.blends@n+m.blending@n+f.admixture
mélangeant	v.mixing@v.blending
mélanger	v.mix@v.blend@v.shuffle@v.jumble@v.mingle
mélanges	n+m.mixes@n+m.blends@n+m.mixtures@n+m.miscellany@n+f.admixtures
mélangeur	n+m.mixer
mélangeurs	n+m.mixers
mélangé	a.mixed@v.mixed@v.blended@a.blended@v.shuffled@a.shuffled
mélanie	n+f.melanie
mélanome	n+m.melanoma
mélasse	n+f.molasses
mélatonine	n+f.melatonin
mélodie	n+f.tune@n+f.melody
mélodies	n+f.tunes@n+f.melodies
mélodique	a.melodic
mélodrame	n+m.melodrama
mélèze	n+m.tamarack@n+m.larch
mémento	n+m.memento
mémo	n+m.memo
mémoire	n+f.memory@n+f.mem@n+m.memoir
mémoire morte	n+f.rom
mémoire vive	n+f.ram
mémoires	n+m.briefs@n+m.memoirs
mémorable	a.memorable
mémorandum	n+m.memorandum
mémorial	n+m.memorial
mémoriaux	n+m.memorials
mémorisation	n+f.memorizing@n+f.memorization
mémoriser	v.memorize@v.memorizing
mémorisé	v.memorized@a.memorized
mémos	n+m.memos
ménage	n+m.household@n+m.menage
ménager	a.household
ménagerie	n+f.menagerie
ménages	n+m.households
ménagères	n+f.housewives
ménestrel	n+m.minstrel
méningite	n+f.meningitis
ménopause	n+f.menopause
ménopausique	a.menopausal
ménorah	n+f.menorah
méphisto	n+m.mephisto
mépris	n+m.contempt@n+m.disregard@n+m.scorn@n+m.disregarding
méprisable	a.despicable
mépriser	v.despise@v.scorn
méprisé	v.despised@a.despised@v.scorned@a.scorned
méridien	n+m.meridian
méridional	a.southern
mérinos	n+m.merino
méritant	a.deserving@v.deserving
mérite	n+m.merit@v.deserves@v.merits@n+f.worthiness
mériter	v.deserve@v.merit
mérites	n+m.merits
méritoire	a.meritorious@a.creditable
mérité	v.deserved@a.deserved
mérou	n+m.grouper
mésange	n+f.tit@n+f.chickadee
mésaventure	n+m.mishap
mésaventures	n+m.mishaps@n+f.misadventures
méson	n+m.meson
mésons	n+m.mesons
mésopotamie	n+f.mesopotamia
mésopotamien	a.mesopotamian
méta	a.meta@n+f.meta
métabolique	a.metabolic
métabolisme	n+m.metabolism
métabolite	n+m.metabolite
métabolites	n+m.metabolites
métadonnées	n+f.metadata
métal	n+m.metal
métallerie	n+f.metalware@n+f.metalwork
métallique	a.metallic
métallurgie	n+f.metallurgy
métallurgique	a.metallurgical
métamorphique	a.metamorphic
métamorphose	n+f.metamorphosis
métaphore	n+f.metaphor
métaphores	n+f.metaphors
métaphorique	a.metaphorical
métaphysique	a.metaphysical@n+f.metaphysics
métastase	n+f.metastasis
métastases	n+f.metastases
métastatique	a.metastatic
métaux	n+m.metals
méthadone	n+f.methadone
méthamphétamine	n+f.meth@n+f.methamphetamine
méthane	n+m.methane
méthanol	n+m.methanol
méthionine	n+f.methionine
méthode	n+f.method
méthodes	n+f.methods
méthodique	a.methodical
méthodiste	a.methodist@n+m.methodist
méthodistes	n+m.methodists
méthodologie	n+f.methodology
méthodologies	n+f.methodologies
méthodologique	a.methodological
méthotrexate	n+m.methotrexate
méthyle	n+m.methyl
méthylène	n+m.methylene
méticuleusement	ad.meticulously
méticuleux	a.meticulous
métier	n+m.trade@n+m.craft
métier à tisser	n+m.loom
métiers	n+m.crafts@n+m.trades
métiers à tisser	n+m.looms
métis	n+m.metis
métrage	n+m.footage@n+m.yardage
métrique	a.metric@n+f.metric
métriques	n+f.metrics
métro	n+m.metro@n+m.tube@n+m.underground@n+m.subway
métrologie	n+f.metrology
métronome	n+m.metronome
métroplex	n+m.metroplex
métropole	n+f.metropolis
métropolitain	a.metropolitan
métros	n+m.metros@n+m.subways
météo	n+f.weather
météore	n+m.meteor
météores	n+m.meteors
météorite	n+f.meteorite
météorites	n+f.meteorites
météorologie	n+f.meteorology
météorologique	a.meteorological
météorologue	n+m.meteorologist
mêlé	v.mingled@a.mingled
mêlée	n+f.melee@n+f.fray@n+f.scrum@n+f.scrimmage@n+m.ruck
même	ad.even@a.same@pron.same
môme	n+m.brat
mûr	a.mature@a.ripe
mûre	n+f.blackberry@n+f.mulberry
mûres	n+f.blackberries
mûri	v.matured@a.matured
mûrier	n+m.mulberry
mûrir	v.mature@v.ripening
mûrissant	v.maturing
mûrit	v.matures
mœurs	n+m.morals@n+f.mores
n'aime pas	v.dislikes
n'aimé pas	v.disliked
n'est pas d'accord	v.disagrees
n'importe où	ad.anywhere@ad.anyplace
n'importe quand	ad.anytime
n'importe qui	pron.anyone@pron.anybody
n'importe quoi	pron.anything
nacho	n+m.nacho
nachos	n+m.nachos
nacré	a.pearly
nader	n+m.nader
nadia	n+f.nadia
nadine	n+f.nadine
nadir	n+m.nadir
naga	n+m.naga
nagasaki	n+m.nagasaki
nage	v.swims
nage libre	n+m.freestyle
nageant	v.swimming
nageoire	n+f.fin
nageoires	n+f.fins
nager	v.swim
nager le dos crawlé	v.backstroke
nageur	n+m.swimmer
nageurs	n+m.swimmers
nagoya	n+m.nagoya
nagpur	n+m.nagpur
nagy	n+m.nagy
nagé	v.swam
nahum	n+m.nahum
nain	n+m.dwarf@n+m.midget
naine	n+f.dwarf@n+f.midget
nains	n+m.dwarfs@n+m.midgets
nair	n+m.nair
naira	n+m.naira
nairobi	n+m.nairobi
naissance	n+f.birth
naissances	n+f.births
naissant	a.fledgling@a.nascent@a.incipient
nam	n+m.nam
namibie	n+f.namibia
namibien	a.namibian@n+m.namibian
nan	n+m.nan@int.nah
nanas	n+f.broads
nance	n+m.nance
nancy	n+f.nancy
nankin	n+f.nanjing
